SubTask,Instruction,molecule
AddComponent,Please add a carboxyl to the molecule CC(C)[NH+]1CCCC(C[NH3+])C1c1ccc(Br)cc1[N+](=O)[O-].,CC(C)[NH+]1CCCC(C[NH3+])C1c1cc(C(=O)O)c(Br)cc1[N+](=O)[O-]
SubComponent,Modify the molecule halo by substituting a O=C(Cc1csc(-c2ccccc2Cl)n1)NCC#Cc1cccc(C(F)(F)F)c1 with a thiol.,O=C(Cc1csc(-c2ccccc2S)n1)NCC#Cc1cccc(C(F)(F)F)c1
DelComponent,Modify the molecule hydroxyl by removing a Cc1coc2ccc(NC(=O)N3CCCC3C3CC(C)CCC3O)cc12.,Cc1coc2ccc(NC(=O)N3CCCC3C3CCCC(C)C3)cc12
LogP,Please optimize the molecule Cc1nc(SC(C)C(=O)NCc2cccs2)c2c(C)c(C)sc2n1 to have a higher LogP value.,Cc1nc([SH](C)Cc2cccs2)c2c(C)c(C)sc2n1
MR,Please optimize the molecule Fc1ccc(C#CCCOc2ccc(Nc3nc(-c4cccnc4)c(F)s3)cc2C(F)(F)F)cc1 to have a higher MR value.,CC(=O)c1ccc(C#CCCOc2ccc(Nc3nc(-c4cccnc4)c(F)s3)cc2C(F)(F)F)cc1
QED,Modify the molecule COc1ccc(C(c2ccc3ccccc3c2)c2cccc3cccnc23)cc1 to have a higher QED value.,COC(c1ccc2ccccc2c1)c1cccc2cccnc12
AtomNum,"Please generate a molecule composed of 11 carbon atoms, 1 oxygen atom, 2 nitrogen atoms, and 1 sulfur atom.",CC[NH2+]Cc1csc(C(C)(C)OCC)n1
BondNum,"Please generate a molecule consisting 10 single bonds, 1 double bond, 4 rotatable bonds, and 6 aromatic bonds.",CCC(C[NH3+])C(=O)c1c(C)c(C)cc(C)c1C
FunctionalGroup,"The molecule has 1 benzene ring group, 1 amide group, 1 halo group, and 1 sulfide group.",CC(c1nnc(-c2ccccc2F)s1)[NH+]1CCOC(C(N)=O)C1
AddComponent,Add a benzene ring to the molecule C[NH2+]C(c1cc(C)c(Br)s1)C1CCCOC1.,C[NH2+]C(c1cc(C)c(Br)s1)C1CCC(c2ccccc2)OC1
SubComponent,Please substitute a halo in the molecule COc1cc(I)c(I)c(SC)c1 with a nitrile.,COc1cc(C#N)c(I)c(SC)c1
DelComponent,Remove a halo from the molecule Cn1ccc(C(=O)Cn2ccc3c(Br)cccc32)c1.,Cn1ccc(C(=O)Cn2ccc3ccccc32)c1
LogP,Modify the molecule CC[NH2+]CCOCc1ccc(C(=O)OC)o1 to decrease its LogP value.,CC[NH2+]CCOCc1cc(O)c(C(=O)OC)o1
MR,Optimize the molecule COc1ccc(NS(=O)(=O)c2ccc(-c3ccc(C(=O)NN4CCC([NH+](C)C)CC4)cc3C)cc2)cc1N1CC[NH+](C)CC1 to have a lower MR value.,COc1ccc(S(=O)(=O)c2ccc(-c3ccc(C(=O)NN4CCC([NH+](C)C)CC4)cc3C)cc2)cc1N1CC[NH+](C)CC1
QED,Please modify the molecule Clc1ccc(CNc2ccc(-n3cccn3)nc2)o1 to decrease its QED value.,O=C(O)c1nc(-n2cccn2)ccc1NCc1ccc(Cl)o1
AtomNum,"There is a molecule consisting of 16 carbon atoms, 3 oxygen atoms, and 4 nitrogen atoms.",Cc1nccc(OC2CCCN(C(=O)c3c(C)noc3C)C2)n1
BondNum,"Please generate a molecule composed of 23 single bonds, 3 double bonds, 3 rotatable bonds, and 6 aromatic bonds.",CC1(C)CCC(OC(=O)C=Cc2ccc(O)cc2)C2(C)C3C(=CCC12)COC3O
FunctionalGroup,Please generate a molecule consisting and 1 sulfone group.,Cc1cn(C(C)CCC2(OS(C)(=O)=O)CC2)c(=O)[nH]c1=O
AddComponent,Add a benzene ring to the molecule CC1CCCC(C([NH3+])c2cccc(I)c2)C1.,CC1CCCC(C([NH3+])c2cccc(I)c2)C1c1ccccc1
SubComponent,Modify the molecule halo by substituting a NC(=O)C[NH+](CC(N)=O)Cc1ccc(F)c(C(N)=S)c1 with a hydroxyl.,NC(=O)C[NH+](CC(N)=O)Cc1ccc(O)c(C(N)=S)c1
DelComponent,Remove a CCCNc1cccc(OC(C)C(F)(F)F)n1 from the molecule amine.,CCCc1cccc(OC(C)C(F)(F)F)n1
LogP,Modify the molecule CC(C(=O)N(C)CCC#N)[NH+](C)CC(C)(C)O to increase its LogP value.,CC(C(=O)N(C)CCC#N)[NH+](C)CC(C)(O)Cc1ccccc1
MR,Optimize the molecule O=c1c2ccccc2nc(SCCOc2cccc([N+](=O)[O-])c2)n1C1CCCC1 to have a lower MR value.,O=c1c2ccccc2nc(SCCO[N+](=O)[O-])n1C1CCCC1
QED,Modify the molecule CSc1c(C)sc2c(C(=O)[O-])cccc12 to have a lower QED value.,CSc1c(C)sc2c(C(=O)[O-])ccc(-c3ccccc3)c12
AtomNum,"The molecule has 27 carbon atoms, 6 oxygen atoms, 2 nitrogen atoms, and 1 chlorine atom.",C=CCOC(=O)C1C2CCC3(O2)C1C(=O)N(CCCCCO)C3C(=O)N(CC=C)c1ccccc1Cl
BondNum,"There is a molecule with 9 single bonds, 1 double bond, 5 rotatable bonds, and 5 aromatic bonds.",O=C(C[NH2+]C1CC1)OCc1cccs1
FunctionalGroup,Please generate a molecule composed of and 1 hydroxyl group.,Cc1cc(N(C)C)cc(C2C[NH+](CC3(O)CCOCC3)CCO2)[nH+]1
AddComponent,Please add a hydroxyl to the molecule Clc1nc(Cl)nc(Nc2ccc(OCc3ccccc3)cc2)n1.,Oc1cc(OCc2ccccc2)ccc1Nc1nc(Cl)nc(Cl)n1
SubComponent,Substitute a Cc1ccc(=O)n(C2COCC2NC(=O)c2ccc(Cl)s2)n1 in the molecule halo with a thiol.,Cc1ccc(=O)n(C2COCC2NC(=O)c2ccc(S)s2)n1
DelComponent,Remove a O=C(NN1CCOCC1)c1ccc(OCc2c(-c3ccc(F)c(F)c3)noc2CO)nc1 from the molecule hydroxyl.,Cc1onc(-c2ccc(F)c(F)c2)c1COc1ccc(C(=O)NN2CCOCC2)cn1
LogP,Please modify the molecule C[NH2+]CC(CO)c1cccc(O)c1 to increase its LogP value.,C[NH2+]CC(CF)c1cccc(O)c1
MR,Modify the molecule COc1ccc(C[NH2+]Cc2ccc(Cl)cc2)c(Cl)c1OC to decrease its MR value.,COc1ccc(C[NH2+]Cc2ccc(Cl)cc2)cc1OC
QED,Please optimize the molecule O=S(=O)(Nc1ccc(CCl)cc1)c1ccn[nH]1 to have a lower QED value.,NC(Cl)c1ccc(NS(=O)(=O)c2ccn[nH]2)cc1
AtomNum,"The molecule contains 20 carbon atoms, 2 oxygen atoms, 2 nitrogen atoms, 1 sulfur atom, and 1 fluorine atom.",CSc1ccc(C)c(C(=O)N2CCN(C(=O)c3cccc(F)c3)CC2)c1
BondNum,"The molecule consists of 12 single bonds, 2 double bonds, 4 rotatable bonds, and 17 aromatic bonds.",O=S(=O)(Nc1ccccc1-c1cn2c([nH+]1)CCCC2)c1cc(Cl)c(Cl)cc1Cl
FunctionalGroup,The molecule is composed of and 1 benzene ring group.,C=CC=Cc1cc2c3ccccc3c3c(c4ccccc4n3-c3ccccc3)c2c2c3ccccc3n(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)c12
AddComponent,Please add a carboxyl to the molecule CCN(C(=O)c1n[nH]c(C)n1)C(C)CC(=O)[O-].,CCN(C(=O)c1n[nH]c(C)n1)C(CC(=O)[O-])CC(=O)O
SubComponent,Modify the molecule hydroxyl by substituting a OCc1cncc(N2C3CCC2CC(O)C3)n1 with a nitrile.,N#CCc1cncc(N2C3CCC2CC(O)C3)n1
DelComponent,Please remove a benzene ring from the molecule COP(=O)([O-])Oc1ccc(C#N)cc1.,COP(=O)([O-])OC#N
LogP,Please optimize the molecule CCC(=O)N1CCOCC1Nc1cc[nH+]c(-c2cc(-c3c(Cl)cccc3Cl)no2)c1 to have a lower LogP value.,CC(=O)c1cccc(Cl)c1-c1cc(-c2cc(NC3COCCN3C(=O)CC)cc[nH+]2)on1
MR,Modify the molecule CNc1nc(Cl)nc(N2CCCCC2)n1 to have a higher MR value.,CC(=O)c1nc(NC)nc(N2CCCCC2)n1
QED,Modify the molecule CC(C)c1nnc(NCC2(CO)CC3(CCC3)C2)s1 to decrease its QED value.,CC(C)c1nnc(NCC2(CO)CC3(CCC3c3ccccc3)C2)s1
AtomNum,"The molecule consists of 18 carbon atoms, 3 oxygen atoms, and 2 nitrogen atoms.",COc1cc(C(=O)NNC(=O)c2ccc(C)cc2C)ccc1C
BondNum,"There is a molecule with 18 single bonds, 4 double bonds, 7 rotatable bonds, and 11 aromatic bonds.",COc1ccc(S(=O)(=O)N2CCN(C(=O)COC(=O)c3cnn(C)c3)CC2)cc1OC
FunctionalGroup,"Please generate a molecule with 2 hydroxyl groups, and 1 halo group.",OC1C(CI)OC(C23CC4CC(CC(C4)C2)C3)C1O
AddComponent,Add a hydroxyl to the molecule Cc1cccc(CC(=O)N2CCC(C(=O)NCc3ccncc3)CC2)c1.,Cc1cccc(CC(=O)N2CCC(C(=O)NCc3ccncc3O)CC2)c1
SubComponent,Substitute a halo in the molecule CCCCC1C(=O)N2CC(O)CC2C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)N2CCCCC2C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NCC(N)=O)CSCC(=O)NC(Cc2cc(F)c(F)c(F)c2)C(=O)N(C)C(Cc2ccccc2)C(=O)N1C with a nitrile.,CCCCC1C(=O)N2CC(O)CC2C(=O)NC(CC(N)=O)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)N2CCCCC2C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NCC(N)=O)CSCC(=O)NC(Cc2cc(F)c(F)c(C#N)c2)C(=O)N(C)C(Cc2ccccc2)C(=O)N1C
DelComponent,Please remove a benzene ring from the molecule O=C1CN(c2ccc3nc[nH]c3c2)N=C1SCc1ccccc1.,CSC1=NN(c2ccc3nc[nH]c3c2)CC1=O
LogP,Modify the molecule Nc1nc(-c2ccc3c(c2)OCCO3)c(-c2nccc(=O)[nH]2)s1 to increase its LogP value.,O=c1ccnc(-c2scnc2-c2ccc3c(c2)OCCO3)[nH]1
MR,Modify the molecule N#CC(=Cc1ccc(-c2ccc(F)cc2)o1)C1=[NH+]C(=O)C2C=C(Cl)C=CC2=N1 to have a higher MR value.,N#CC(=Cc1cc(O)c(-c2ccc(F)cc2)o1)C1=[NH+]C(=O)C2C=C(Cl)C=CC2=N1
QED,Please optimize the molecule CCCC#CC1(C(F)(F)F)OC(=O)Nc2ccc(F)c(F)c21 to have a higher QED value.,CCCC#CC1(C(F)F)OC(=O)Nc2ccc(F)c(F)c21
AtomNum,"The molecule is composed of 16 carbon atoms, 1 oxygen atom, 2 nitrogen atoms, 1 sulfur atom, and 1 bromine atom.",CN(C(=O)Cc1ccc(Br)cc1)c1cccc(C(N)=S)c1
BondNum,"The molecule has 15 single bonds, 2 double bonds, 3 rotatable bonds, and 11 aromatic bonds.",O=C([O-])c1nn(C2CCCC(C(=O)[O-])C2)c2c1CSc1ccccc1-2
FunctionalGroup,The molecule is composed of and 5 benzene ring groups.,c1ccc(-c2ccc(N(c3ccc(-c4ccc5c(c4)c4ccc6c(ccn6-c6ccccc6)c4n5-c4ccccc4)cc3)c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3ccccc3-4)cc2)cc1
AddComponent,Please add a hydroxyl to the molecule CCCNC1(C#N)CCCC([NH+]2CC(C)N(C)C(C)C2)C1.,CCCNC1(C#N)CCCC([NH+]2CC(C)N(C)C(C)C2O)C1
SubComponent,Please substitute a nitrile in the molecule N#Cc1cccc(-c2ccc3c(=O)[nH]c([O-])c(C=NCc4ccc(S(N)(=O)=O)cc4)c3c2)c1 with a hydroxyl.,NS(=O)(=O)c1ccc(CN=Cc2c([O-])[nH]c(=O)c3ccc(-c4cccc(O)c4)cc23)cc1
DelComponent,Remove a benzene ring from the molecule C=CCN(c1ccc(OC)cc1)S(=O)(=O)c1ccc(F)cc1.,C=CCN(c1ccc(OC)cc1)S(=O)(=O)F
LogP,Please modify the molecule CCc1cccc2c1OCCC2NC(=O)N1CC2(CCCO2)C1C1CC1 to increase its LogP value.,CCc1cccc2c1OCCC2NC(=O)N1CC2(OCCC2c2ccccc2)C1C1CC1
MR,Modify the molecule Nc1ccc(NCc2ccc(F)cc2F)nc1N to increase its MR value.,Nc1nc(NCc2ccc(F)cc2F)cc(O)c1N
QED,Modify the molecule O=C1OC(c2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c2c(Cl)cccc21 to decrease its QED value.,O=C1OC(c2ccccc2)(c2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c2c(Cl)cccc21
AtomNum,"The molecule consists of 28 carbon atoms, 2 oxygen atoms, 3 nitrogen atoms, and 3 fluorine atoms.",CCOc1ccc(C(c2ccc(C#N)cc2)[NH+]2CCC(NC(=O)c3ccc(C(F)(F)F)cc3)C2)cc1
BondNum,"There is a molecule consisting of 12 single bonds, 1 double bond, 7 rotatable bonds, and 10 aromatic bonds.",CCC(C(=O)[O-])n1c(COC)nc2cc(OC)c(OC)cc21
FunctionalGroup,"There is a molecule composed of 1 benzene ring group, 1 ester group, 1 amide group, 1 halo group, 1 thioether group, and 2 sulfide groups.",COC(=O)c1c(NC(=O)CSc2ccc(Cl)cc2)sc2ccccc12
AddComponent,Modify the molecule CCC[NH2+]CCC(C)(C)C1CCCCCC1 by adding a benzene ring.,CCC[NH2+]CCC(C)(C)C1CCCCC(c2ccccc2)C1
SubComponent,Please substitute a COc1ccc(N)cc1S(=O)(=O)Nc1ncnc(Cl)c1Cl in the molecule halo with a aldehyde.,CC(=O)c1ncnc(NS(=O)(=O)c2cc(N)ccc2OC)c1Cl
DelComponent,Please remove a CCCn1c(SC(C)C(=O)Nc2ccc(F)c(Cl)c2)n[nH]c1=O from the molecule benzene ring.,CCCn1c(SC(C)C(=O)N(F)Cl)n[nH]c1=O
LogP,Optimize the molecule Cc1cc(C(=O)NC2CCC(F)(F)CC2)c2[nH]ncc2c1 to have a lower LogP value.,Cc1cc(C(=O)NC2CCC(F)CC2)c2[nH]ncc2c1
MR,Modify the molecule Fc1ccc(NC(c2ccc(F)cc2)c2nccc3ccccc23)cc1 to increase its MR value.,O=C(O)c1cc(F)ccc1C(Nc1ccc(F)cc1)c1nccc2ccccc12
QED,Modify the molecule CCN(CC1CCC1)c1ccc(C=O)cc1 to increase its QED value.,CCN(CC1CCC1)c1ccc(C=O)cc1-c1ccccc1
AtomNum,"The molecule consists of 18 carbon atoms, and 1 nitrogen atom.",C(=Cc1ccccc1)CC1CCCC[NH+]1CC1CC1
BondNum,"The molecule consists of 10 single bonds, 2 rotatable bonds, and 12 aromatic bonds.",COc1ccc(C(F)(F)F)cc1-c1c(Cl)ccc(Cl)c1Cl
FunctionalGroup,Please generate a molecule composed of and 3 ester groups.,CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC
AddComponent,Add a amine to the molecule CN(C)c1nc(N2CCCC2)ncc1NC(=O)c1ccc2c(c1)OCO2.,CN(CN)c1nc(N2CCCC2)ncc1NC(=O)c1ccc2c(c1)OCO2
SubComponent,Substitute a halo in the molecule CC(C)Oc1ccc(CCC[NH2+]CCCO)cc1Br with a aldehyde.,CC(=O)c1cc(CCC[NH2+]CCCO)ccc1OC(C)C
DelComponent,Please remove a amine from the molecule CC1CCCCN1S(=O)(=O)NCC1([NH+]2CCOCC2)CCOCC1.,CC1CCCCN1S(=O)(=O)CC1([NH+]2CCOCC2)CCOCC1
LogP,Optimize the molecule Cc1nc(C)c(-c2nnc(SCC(=O)N3CCN(c4ccc(F)cc4)CC3)o2)s1 to have a higher LogP value.,CC(=O)c1ccc(N2CCN(C(=O)CSc3nnc(-c4sc(C)nc4C)o3)CC2)cc1
MR,Modify the molecule Cc1cc(N)cc(CCN2C(=O)c3ccccc3C2=O)c1 to have a higher MR value.,Cc1cc(N)cc(CCN2C(=O)c3ccc(O)cc3C2=O)c1
QED,Modify the molecule COc1cccc(-n2cccc2C(=O)C(=O)N(C)C)c1C#N to decrease its QED value.,CC(=O)c1c(OC)cccc1-n1cccc1C(=O)C(=O)N(C)C
AtomNum,"Please generate a molecule with 16 carbon atoms, 3 oxygen atoms, 1 nitrogen atom, 1 sulfur atom, 2 fluorine atoms, and 1 chlorine atom.",CC(O)(CNc1ccccc1S(=O)(=O)C(F)F)c1cccc(Cl)c1
BondNum,"The molecule is composed of 11 single bonds, 1 double bond, 3 rotatable bonds, and 16 aromatic bonds.",CC(=O)NCc1nc(C)nc2c1c(C)c(C)n2-c1c(C)cc(C)cc1C
FunctionalGroup,"Please generate a molecule composed of 1 halo group, and 1 sulfide group.",COc1ccsc1C([NH3+])c1c(Br)cnn1CC[NH+](C)C
AddComponent,Modify the molecule COc1nc(CO)ccc1-c1cccnc1 by adding a benzene ring.,COc1nc(CO)ccc1-c1cncc(-c2ccccc2)c1
SubComponent,Modify the molecule OCCCn1c(C2CCOCC2)nc2cccnc21 by substituting a hydroxyl with a nitrile.,N#CCCCn1c(C2CCOCC2)nc2cccnc21
DelComponent,Remove a amide from the molecule CCCN1CC[NH2+]C(CC(=O)OCC)C1=O.,CCOC(=O)CC(CC)C1C[NH2+]1
LogP,Please optimize the molecule CC(C)(C)C1CCN(C(=O)C2OCC3COCCC32)CC1O to have a higher LogP value.,CC(C)(C)C1CCN(C(=O)C2OCC3COCCC32)CC1C#N
MR,Modify the molecule SCCCCCCOc1cnc2ccccc2c1 to increase its MR value.,CC(=O)CCCCCCOc1cnc2ccccc2c1
QED,Optimize the molecule CCC(=O)c1cccc(NC(=O)C2CC[NH2+]C(C)C2)c1 to have a lower QED value.,CCC(=O)NC(=O)C1CC[NH2+]C(C)C1
AtomNum,"The molecule is composed of 17 carbon atoms, 5 oxygen atoms, 4 nitrogen atoms, and 1 chlorine atom.",CC1CCC2(CC1)NC(=O)N(NC(=O)COC(=O)c1cc(Cl)ccn1)C2=O
BondNum,"Please generate a molecule consisting 10 single bonds, 3 double bonds, 1 triple bond, 8 rotatable bonds, and 5 aromatic bonds.",C#CCCC(=O)c1sccc1CCC=CCC(=O)[O-]
FunctionalGroup,"Please generate a molecule with 1 benzene ring group, 1 ketone group, and 4 halo groups.",COCCC(C)C(=O)c1ccc(Br)c(C(F)(F)F)c1
AddComponent,Please add a benzene ring to the molecule CCOC(=O)c1cccn2nc(-c3cccc(C)n3)c(-c3ccc(F)cc3)c12.,CCOC(=O)c1cccn2nc(-c3nc(C)ccc3-c3ccccc3)c(-c3ccc(F)cc3)c12
SubComponent,Substitute a CC(=O)N(CC(=O)NCc1ccc(Cl)cc1)c1ccccc1C(C)C in the molecule halo with a nitro.,CC(=O)N(CC(=O)NCc1ccc(NO)cc1)c1ccccc1C(C)C
DelComponent,Modify the molecule c1ccc(-c2ccc(N(c3ccc4c(c3)-c3ccccc3Oc3ccccc3-4)c3ccc4c(c3)-c3ccccc3-c3ccccc3C43c4ccccc4-c4cc5ccccc5cc43)cc2)cc1 by removing a benzene ring.,c1ccc(N(c2ccc3c(c2)-c2ccccc2Oc2ccccc2-3)c2ccc3c(c2)-c2ccccc2-c2ccccc2C32c3ccccc3-c3cc4ccccc4cc32)cc1
LogP,Please modify the molecule CN(Cc1ccccc1F)C(=O)CCNC(=O)c1ccsc1 to decrease its LogP value.,CN(CF)C(=O)CCNC(=O)c1ccsc1
MR,Optimize the molecule CC1CCCCN1S(=O)(=O)c1ccc(C(=O)Nc2ccccc2N)cc1 to have a lower MR value.,CC1CCCCN1S(=O)(=O)c1ccc(C(=O)Nc2ccccc2)cc1
QED,Optimize the molecule CCCc1nc(C(=O)[O-])nn1-c1cccc(Br)c1 to have a lower QED value.,CC(=O)c1cccc(-n2nc(C(=O)[O-])nc2CCC)c1
AtomNum,"There is a molecule composed of 14 carbon atoms, 5 oxygen atoms, 1 nitrogen atom, and 1 sulfur atom.",CCCOc1cccc(SC(C(=O)[O-])C(C)C)c1[N+](=O)[O-]
BondNum,"Please generate a molecule composed of 15 single bonds, 2 double bonds, and 1 rotatable bond.",CC1=NN(C2CC[NH2+]CC2)C(=O)C12CC2
FunctionalGroup,"Please generate a molecule consisting 1 hydroxyl group, 1 amide group, 2 amine groups, and 1 sulfide group.",NC(=O)C(O)CNc1snc(N)c1-c1ccncc1
AddComponent,Please add a amine to the molecule CNc1cc(Nc2c(F)cccc2Br)nc(C(F)(F)F)n1.,CNc1cc(Nc2c(F)ccc(N)c2Br)nc(C(F)(F)F)n1
SubComponent,Modify the molecule halo by substituting a C[NH+]1C2CCC1c1c(n(CCCc3ccc(C(F)(F)F)nc3)c3ccc(Cl)cc13)C2 with a hydroxyl.,C[NH+]1C2CCC1c1c(n(CCCc3ccc(C(O)(F)F)nc3)c3ccc(Cl)cc13)C2
DelComponent,Modify the molecule halo by removing a C[NH2+]CC(=O)NC(C)(C)c1ccc(Br)cc1.,C[NH2+]CC(=O)NC(C)(C)c1ccccc1
LogP,Modify the molecule Cn1nccc1S(=O)(=O)NC1(c2ccc(F)cc2)CC1 to have a lower LogP value.,O=S(=O)(NC1(c2ccc(F)cc2)CC1)c1ccnn1CO
MR,Please modify the molecule COc1cc(SC)ccc1C(=O)NN1CCCCC1 to increase its MR value.,COc1cc(SC)ccc1C(=O)NN1CCCC(N)C1
QED,Please optimize the molecule Cc1ccc(NC(=O)CN2NC(=O)CC23CCCCC3)cc1C to have a lower QED value.,Cc1cc(NC(=O)CN2NC(=O)CC23CCCCC3)ccc1Cc1ccccc1
AtomNum,"The molecule consists of 12 carbon atoms, 3 oxygen atoms, 4 nitrogen atoms, and 2 chlorine atoms.",O=C([O-])c1ccc(Cl)c(Cn2nnn(C3CC3)c2=O)c1Cl
BondNum,"Please generate a molecule with 10 single bonds, 5 rotatable bonds, and 12 aromatic bonds.",CCCc1nc(Cl)cc(Nc2ccc(C)c(N(C)C)c2)n1
FunctionalGroup,Please generate a molecule composed of and 3 amide groups.,O=C(CCN1C(=O)C2CCCCC2C1=O)NCCC1CCCO1
AddComponent,Modify the molecule COCC(Cl)CCNC(=O)c1ccc(Cl)c(Br)c1 by adding a benzene ring.,O=C(NCCC(Cl)COCc1ccccc1)c1ccc(Cl)c(Br)c1
SubComponent,Modify the molecule hydroxyl by substituting a CCC1COCC[NH+]1CC(O)C[NH2+]CC(C)C with a carboxyl.,CCC1COCC[NH+]1CC(C[NH2+]CC(C)C)C(=O)[OH]
DelComponent,Modify the molecule thiol by removing a CC[NH+](CC)CCCCCS.,CCCCC[NH+](CC)CC
LogP,Please modify the molecule Cn1c(Cl)c[nH+]c1C(O)c1c(Cl)ccc(F)c1F to decrease its LogP value.,CC(=O)c1c[nH+]c(C(O)c2c(Cl)ccc(F)c2F)n1C
MR,Please optimize the molecule CC(C=CC1=C(C)CCCC1(C)C)=N[NH+]=C(N)N to have a higher MR value.,CC(C=C(C1=C(C)CCCC1(C)C)c1ccccc1)=N[NH+]=C(N)N
QED,Optimize the molecule CC(C)NS(=O)(=O)c1ccc(F)c(C(=O)NC2CCN(C(=O)c3ccco3)CC2)c1 to have a higher QED value.,CC(C)NS(=O)(=O)c1cccc(C(=O)NC2CCN(C(=O)c3ccco3)CC2)c1
AtomNum,"There is a molecule consisting of 15 carbon atoms, 1 oxygen atom, and 6 nitrogen atoms.",COC1CC(c2nnc3cnccn23)[NH+](Cc2cc[nH]c2)C1
BondNum,"There is a molecule consisting of 21 single bonds, 3 double bonds, 10 rotatable bonds, and 17 aromatic bonds.",COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CC[NH+]1CCOC(=O)C1C
FunctionalGroup,"The molecule consists of 1 benzene ring group, 1 amide group, and 1 halo group.",CC(C)c1ccc(C(=O)N(C)C(C)(C)CBr)cc1
AddComponent,Add a hydroxyl to the molecule Cc1cc(C(Cl)c2cc(Br)c(C)s2)ccc1Br.,Cc1cc(C(Cl)c2cc(Br)c(C)s2)cc(O)c1Br
SubComponent,Please substitute a halo in the molecule CCCn1c(SCC(=O)c2ccc(NC(C)=O)cc2F)n[nH]c1=O with a nitro.,CCCn1c(SCC(=O)c2ccc(NC(C)=O)cc2NO)n[nH]c1=O
DelComponent,Modify the molecule hydroxyl by removing a O=C(NCC1CC(c2ncn[nH]2)CC1O)c1ccc(Cl)cc1F.,O=C(NCC1CCC(c2ncn[nH]2)C1)c1ccc(Cl)cc1F
LogP,Please optimize the molecule CCCCCN(C)c1ccc(Cn2c(C)nc3ccc(C(=O)OCC)cc32)c(Cl)c1 to have a lower LogP value.,CC(=O)c1cc(N(C)CCCCC)ccc1Cn1c(C)nc2ccc(C(=O)OCC)cc21
MR,Modify the molecule Nc1cccc(C(=O)N2CCc3sccc3C2)c1Br to decrease its MR value.,N#Cc1c(N)cccc1C(=O)N1CCc2sccc2C1
QED,Optimize the molecule O=[N+]([O-])c1cc(Br)c(Oc2cc(F)cc(CO)c2)c(Br)c1 to have a lower QED value.,ONCc1cc(F)cc(Oc2c(Br)cc([N+](=O)[O-])cc2Br)c1
AtomNum,"The molecule contains 14 carbon atoms, and 1 nitrogen atom.",Cc1cc(-c2ccccc2)ccc1C#N
BondNum,"Please generate a molecule with 11 single bonds, 2 double bonds, 6 rotatable bonds, and 6 aromatic bonds.",CC(C)OC(=O)COc1ccc([N+](=O)[O-])cc1CO
FunctionalGroup,"Please generate a molecule composed of 2 benzene ring groups, 1 amide group, 1 amine group, 2 halo groups, and 1 sulfone group.",CONS(=O)(=O)c1c(Cl)cccc1NC(=O)c1cc2ccccc2nc1Oc1ccc(Cl)cc1OC
AddComponent,Modify the molecule CNC(=O)c1cc(OCC2CCC[NH2+]2)ccn1 by adding a benzene ring.,CNC(=O)c1cc(OCC2CCC[NH2+]2)cc(-c2ccccc2)n1
SubComponent,Please substitute a halo in the molecule O=C(C1COc2ccc(Cl)cc2C1)N1CCC(N2CCCS2(=O)=O)CC1 with a nitrile.,N#Cc1ccc2c(c1)CC(C(=O)N1CCC(N3CCCS3(=O)=O)CC1)CO2
DelComponent,Please remove a OC1CCC([NH2+]C2c3ccccc3CCc3ccccc32)CC1 from the molecule hydroxyl.,c1ccc2c(c1)CCc1ccccc1C2[NH2+]C1CCCCC1
LogP,Optimize the molecule C[NH+]=C(NCc1ccc(N2CCOCC2)c(F)c1)NCc1ccc2c(c1)OCO2 to have a lower LogP value.,C[NH+]=C(NCc1ccc(N2CCOCC2)cc1)NCc1ccc2c(c1)OCO2
MR,Modify the molecule O=C(c1ccncc1Cl)N1CCCCCC1 to have a higher MR value.,O=C(c1ccncc1Cl)N1CCCC(c2ccccc2)CC1
QED,Please modify the molecule COc1ncc(-c2csc(Nc3ccc(CCCCCc4ccccc4)c(C(F)(F)F)c3)n2)cn1 to decrease its QED value.,COc1ncc(-c2csc(Nc3cc(N)c(CCCCCc4ccccc4)c(C(F)(F)F)c3)n2)cn1
AtomNum,"The molecule contains 12 carbon atoms, 1 oxygen atom, 3 nitrogen atoms, 1 sulfur atom, and 1 fluorine atom.",NC(=O)CCCCn1c(=S)[nH]c2c(F)cccc21
BondNum,"There is a molecule consisting of 8 single bonds, 5 rotatable bonds, and 16 aromatic bonds.",COc1ccc(OC)c(-n2nnc(CO)c2-c2ccco2)c1
